Run Number,Mutation Number,Image,Steering Angle,True Steering Angle
0,0,/track1/normal/IMG/center_2019_08_10_21_45_49_290.jpg,-0.04346096143126488,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_42_45_631.jpg,-0.031941648572683334,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_39_12_741.jpg,-0.030793005600571632,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_41_46_252.jpg,0.03230242803692818,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_38_51_820.jpg,-0.0848361924290657,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_39_22_418.jpg,-0.07688062638044357,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_39_21_917.jpg,-0.0702662393450737,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_38_41_052.jpg,-0.08870220929384232,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_39_48_823.jpg,-0.13249225914478302,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_41_21_070.jpg,0.0036236399319022894,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_41_10_153.jpg,-0.02968859113752842,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_45_20_590.jpg,-0.000875885016284883,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_45_56_872.jpg,-0.26446235179901123,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_44_31_543.jpg,0.0012131385738030076,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_41_29_813.jpg,-0.030194098129868507,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_42_17_711.jpg,-0.01713680662214756,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_41_38_586.jpg,-0.027670854702591896,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_43_11_178.jpg,0.006453519221395254,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_39_00_211.jpg,0.04094413295388222,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_41_27_116.jpg,0.3102359175682068,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_39_16_016.jpg,0.04668280854821205,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_44_31_219.jpg,-0.1378362774848938,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_38_43_230.jpg,-0.1899546980857849,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_45_15_366.jpg,-0.03030901588499546,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_44_44_882.jpg,-0.028189564123749733,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_43_29_576.jpg,-0.08075355738401413,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_39_10_894.jpg,0.007759501691907644,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_39_08_263.jpg,-0.0071548172272741795,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_44_00_180.jpg,-0.049845483154058456,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_44_47_778.jpg,-0.02890012599527836,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_43_54_410.jpg,0.09333045035600662,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_41_01_658.jpg,-0.0013594276970252395,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_42_23_997.jpg,-0.05251693353056908,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_46_05_477.jpg,-0.08345075696706772,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_40_55_147.jpg,-0.06074928864836693,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_43_40_420.jpg,-0.14925655722618103,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_41_49_386.jpg,0.09058264642953873,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_46_07_738.jpg,-0.016462111845612526,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_42_00_351.jpg,-0.028214329853653908,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_42_50_397.jpg,0.04382634535431862,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_41_16_693.jpg,-0.17422807216644287,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_39_49_744.jpg,-0.13999493420124054,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_45_13_999.jpg,-0.08510642498731613,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_40_49_430.jpg,-0.08839467912912369,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_42_39_563.jpg,-0.258950412273407,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_38_51_138.jpg,-0.0449313186109066,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_45_15_629.jpg,-0.020436668768525124,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_44_35_668.jpg,-0.04866127297282219,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_43_55_815.jpg,0.05069148913025856,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_45_52_744.jpg,-0.0030948317144066095,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_42_14_260.jpg,-0.06017717346549034,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_38_42_972.jpg,-0.22055725753307343,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_43_56_910.jpg,0.039763156324625015,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_42_57_574.jpg,-0.03667351230978966,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_42_05_496.jpg,-0.06653814762830734,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_42_38_584.jpg,-0.04914436861872673,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_45_59_186.jpg,-0.05669200047850609,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_41_00_439.jpg,-0.015200281515717506,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_42_49_223.jpg,-0.059108030050992966,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_40_00_376.jpg,0.22584079205989838,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_39_47_182.jpg,-0.32972481846809387,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_42_08_324.jpg,-0.03798845037817955,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_42_48_303.jpg,-0.06227598711848259,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_43_30_965.jpg,-0.08850867301225662,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_40_17_957.jpg,-0.0005947299068793654,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_42_53_649.jpg,0.17004700005054474,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_46_05_086.jpg,-0.07445449382066727,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_42_13_562.jpg,-0.05811604484915733,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_39_22_988.jpg,-0.0577738992869854,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_44_03_606.jpg,-0.048127736896276474,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_45_57_443.jpg,-0.04248971864581108,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_41_09_685.jpg,-0.01926361955702305,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_39_28_815.jpg,-0.020332956686615944,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_40_46_659.jpg,-0.12115945667028427,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_40_22_015.jpg,0.005440493579953909,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_45_39_375.jpg,-0.019845852628350258,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_41_16_891.jpg,-0.14539389312267303,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_43_45_170.jpg,-0.12965023517608643,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_44_23_658.jpg,0.021277403458952904,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_39_57_354.jpg,-0.023005137220025063,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_43_01_969.jpg,-0.11736653000116348,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_43_39_270.jpg,-0.04166288301348686,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_39_45_925.jpg,-0.11576709896326065,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_43_18_647.jpg,-0.046554502099752426,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_40_53_158.jpg,-0.028220588341355324,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_42_53_279.jpg,0.10413769632577896,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_45_12_163.jpg,-0.035476770251989365,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_46_01_562.jpg,-0.20964911580085754,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_39_53_652.jpg,0.06352706998586655,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_42_12_839.jpg,-0.02371237613260746,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_41_48_885.jpg,0.08242612332105637,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_39_16_093.jpg,0.04363815858960152,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_39_19_130.jpg,-0.08249130100011826,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_45_59_263.jpg,-0.02764550782740116,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_40_38_972.jpg,-0.007755512837320566,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_46_03_225.jpg,-0.0332099013030529,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_43_29_495.jpg,-0.139454185962677,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_39_04_934.jpg,0.013859068974852562,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_45_32_495.jpg,-0.246583491563797,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_41_03_222.jpg,-0.011432642117142677,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_44_53_341.jpg,-0.02259756065905094,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_45_55_336.jpg,-0.13756611943244934,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_41_25_036.jpg,0.5893137454986572,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_40_36_571.jpg,-0.036256518214941025,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_38_56_427.jpg,0.001040463917888701,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_40_15_595.jpg,-0.031174520030617714,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_45_03_129.jpg,-0.08465047925710678,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_42_46_735.jpg,-0.010396907106041908,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_41_20_831.jpg,-0.02348160184919834,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_42_46_403.jpg,-0.08262092620134354,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_45_25_327.jpg,-0.0038687235210090876,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_45_39_456.jpg,-0.0031919425819069147,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_43_44_920.jpg,-0.06885372847318649,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_42_48_081.jpg,-0.01161661185324192,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_42_38_419.jpg,-0.04651985689997673,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_40_52_445.jpg,-0.08926626294851303,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_41_40_476.jpg,0.0019770765211433172,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_41_30_496.jpg,-0.01813986338675022,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_43_31_744.jpg,-0.016560981050133705,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_39_34_242.jpg,-0.05520040914416313,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_43_17_967.jpg,-0.007700676564127207,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_43_18_348.jpg,-0.01393098570406437,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_44_54_792.jpg,0.2691487669944763,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_45_55_240.jpg,-0.11062147468328476,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_43_35_817.jpg,-0.01381886936724186,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_41_54_970.jpg,0.08216223865747452,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_42_57_852.jpg,-0.021971816197037697,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_43_29_658.jpg,-0.08114025741815567,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_40_50_985.jpg,-0.12756630778312683,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_41_33_540.jpg,0.014292305335402489,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_39_42_321.jpg,-0.0024785941932350397,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_39_34_681.jpg,-0.06538023799657822,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_44_14_142.jpg,-0.008358338847756386,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_45_43_129.jpg,0.1698087751865387,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_42_29_926.jpg,0.023657402023673058,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_42_31_396.jpg,-0.029819214716553688,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_41_51_922.jpg,-0.024675006046891212,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_45_47_054.jpg,0.13218139111995697,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_44_52_164.jpg,-0.003365645417943597,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_42_10_759.jpg,-0.06119726225733757,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_44_11_374.jpg,0.0034322345163673162,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_43_33_611.jpg,0.03636959567666054,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_41_25_798.jpg,0.028207948431372643,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_44_18_711.jpg,0.21482230722904205,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_42_59_800.jpg,-0.03935162350535393,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_45_29_227.jpg,-0.05995168909430504,-0.2396765
