Run Number,Mutation Number,Image,Steering Angle,True Steering Angle
0,0,/track1/normal/IMG/center_2019_08_10_21_45_49_290.jpg,-0.02298571728169918,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_42_45_631.jpg,-0.030046364292502403,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_39_12_741.jpg,-0.029353460296988487,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_41_46_252.jpg,0.0018016188405454159,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_38_51_820.jpg,-0.14569367468357086,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_39_22_418.jpg,-0.09695544093847275,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_39_21_917.jpg,-0.05725174397230148,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_38_41_052.jpg,-0.06420420855283737,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_39_48_823.jpg,-0.13278637826442719,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_41_21_070.jpg,-0.012538870796561241,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_41_10_153.jpg,-0.018218358978629112,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_45_20_590.jpg,0.027842411771416664,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_45_56_872.jpg,-0.26274025440216064,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_44_31_543.jpg,-0.022659918293356895,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_41_29_813.jpg,-0.030095508322119713,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_42_17_711.jpg,-0.017867913469672203,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_41_38_586.jpg,-0.030505439266562462,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_43_11_178.jpg,0.0013122647069394588,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_39_00_211.jpg,-0.028391024097800255,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_41_27_116.jpg,0.2513471841812134,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_39_16_016.jpg,0.0013450770638883114,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_44_31_219.jpg,-0.20247693359851837,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_38_43_230.jpg,-0.20640762150287628,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_45_15_366.jpg,-0.012832751497626305,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_44_44_882.jpg,-0.009591123089194298,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_43_29_576.jpg,-0.06548630446195602,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_39_10_894.jpg,-0.003041705582290888,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_39_08_263.jpg,-0.007209321949630976,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_44_00_180.jpg,-0.03547059744596481,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_44_47_778.jpg,-0.03336619585752487,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_43_54_410.jpg,0.09202951937913895,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_41_01_658.jpg,0.027171114459633827,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_42_23_997.jpg,-0.04732310026884079,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_46_05_477.jpg,-0.09968560189008713,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_40_55_147.jpg,-0.06402470916509628,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_43_40_420.jpg,-0.17093758285045624,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_41_49_386.jpg,-0.014632483944296837,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_46_07_738.jpg,-0.03688397258520126,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_42_00_351.jpg,-0.006070396397262812,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_42_50_397.jpg,-0.006577900145202875,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_41_16_693.jpg,-0.1498236507177353,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_39_49_744.jpg,-0.1669764369726181,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_45_13_999.jpg,-0.047391586005687714,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_40_49_430.jpg,-0.0961633250117302,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_42_39_563.jpg,-0.26555776596069336,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_38_51_138.jpg,-0.07056795805692673,-0.2396765
0,0,/track1/normal/IMG/center_2019_08_10_21_45_15_629.jpg,-0.012956639751791954,-0.2396765
